Grapheme	IPA	STRUCTURE
ɥʉ:y	ɥ ʉː ɥ	m n c
ɥʉːi	ɥ ʉː j	m n c
ɥʉːj	ɥ ʉː j	m n c
ɥʉːk	ɥ ʉː k	m n c
ɥʉːm	ɥ ʉː m	m n c
ɥʉːn	ɥ ʉː n	m n c
ɥʉːng	ɥ ʉː ŋ	m n c
ɥʉːŋ	ɥ ʉː ŋ	m n c
ɥʉːp	ɥ ʉː p	m n c
ɥʉːt	ɥ ʉː t	m n c
ɥʉːu	ɥ ʉː w	m n c
ɥʉːɥ	ɥ ʉː ɥ	m n c
ɥʉːw	ɥ ʉː w	m n c
ɥʉːy	ɥ ʉː ɥ	m n c
ɥʉi	ɥ ʉ j	m n c
ɥʉj	ɥ ʉ j	m n c
ɥʉk	ɥ ʉ k	m n c
ɥʉm	ɥ ʉ m	m n c
ɥʉn	ɥ ʉ n	m n c
ɥʉng	ɥ ʉ ŋ	m n c
ɥʉŋ	ɥ ʉ ŋ	m n c
ɥʉp	ɥ ʉ p	m n c
ɥʉt	ɥ ʉ t	m n c
ɥʉu	ɥ ʉ w	m n c
ɥʉɥ	ɥ ʉ ɥ	m n c
ɥʉw	ɥ ʉ w	m n c
ɥʉy	ɥ ʉ ɥ	m n c
ɥʊ:i	ɥ ʊː j	m n c
ɥʊ:j	ɥ ʊː j	m n c
ɥʊ:k	ɥ ʊː k	m n c
ɥʊ:m	ɥ ʊː m	m n c
ɥʊ:n	ɥ ʊː n	m n c
ɥʊ:ng	ɥ ʊː ŋ	m n c
ɥʊ:ŋ	ɥ ʊː ŋ	m n c
ɥʊ:p	ɥ ʊː p	m n c
ɥʊ:t	ɥ ʊː t	m n c
ɥʊ:u	ɥ ʊː w	m n c
ɥʊ:ɥ	ɥ ʊː ɥ	m n c
ɥʊ:w	ɥ ʊː w	m n c
ɥʊ:y	ɥ ʊː ɥ	m n c
ɥʊːi	ɥ ʊː j	m n c
ɥʊːj	ɥ ʊː j	m n c
ɥʊːk	ɥ ʊː k	m n c
ɥʊːm	ɥ ʊː m	m n c
ɥʊːn	ɥ ʊː n	m n c
ɥʊːng	ɥ ʊː ŋ	m n c
ɥʊːŋ	ɥ ʊː ŋ	m n c
ɥʊːp	ɥ ʊː p	m n c
ɥʊːt	ɥ ʊː t	m n c
ɥʊːu	ɥ ʊː w	m n c
ɥʊːɥ	ɥ ʊː ɥ	m n c
ɥʊːw	ɥ ʊː w	m n c
ɥʊːy	ɥ ʊː ɥ	m n c
ɥʊi	ɥ ʊ j	m n c
ɥʊj	ɥ ʊ j	m n c
ɥʊk	ɥ ʊ k	m n c
ɥʊm	ɥ ʊ m	m n c
ɥʊn	ɥ ʊ n	m n c
ɥʊng	ɥ ʊ ŋ	m n c
ɥʊŋ	ɥ ʊ ŋ	m n c
ɥʊp	ɥ ʊ p	m n c
ɥʊt	ɥ ʊ t	m n c
ɥʊu	ɥ ʊ w	m n c
ɥʊɥ	ɥ ʊ ɥ	m n c
ɥʊw	ɥ ʊ w	m n c
ɥʊy	ɥ ʊ ɥ	m n c
wa:i	w aː j	m n c
wa:j	w aː j	m n c
wa:k	w aː k	m n c
wa:m	w aː m	m n c
wa:n	w aː n	m n c
wa:ng	w aː ŋ	m n c
wa:ŋ	w aː ŋ	m n c
wa:p	w aː p	m n c
wa:t	w aː t	m n c
wa:u	w aː w	m n c
wa:ɥ	w aː ɥ	m n c
wa:w	w aː w	m n c
wa:y	w aː ɥ	m n c
waːi	w aː j	m n c
waːj	w aː j	m n c
waːk	w aː k	m n c
waːm	w aː m	m n c
waːn	w aː n	m n c
waːng	w aː ŋ	m n c
waːŋ	w aː ŋ	m n c
waːp	w aː p	m n c
waːt	w aː t	m n c
waːu	w aː w	m n c
waːɥ	w aː ɥ	m n c
waːw	w aː w	m n c
waːy	w aː ɥ	m n c
wai	w a j	m n c
waj	w a j	m n c
wak	w a k	m n c
wam	w a m	m n c
wan	w a n	m n c
wang	w a ŋ	m n c
waŋ	w a ŋ	m n c
wap	w a p	m n c
wat	w a t	m n c
wau	w a w	m n c
waɥ	w a ɥ	m n c
waw	w a w	m n c
way	w a ɥ	m n c
wᴀ:i	w ᴀː j	m n c
wᴀ:j	w ᴀː j	m n c
wᴀ:k	w ᴀː k	m n c
wᴀ:m	w ᴀː m	m n c
wᴀ:n	w ᴀː n	m n c
wᴀ:ng	w ᴀː ŋ	m n c
wᴀ:ŋ	w ᴀː ŋ	m n c
wᴀ:p	w ᴀː p	m n c
wᴀ:t	w ᴀː t	m n c
wᴀ:u	w ᴀː w	m n c
wᴀ:ɥ	w ᴀː ɥ	m n c
wᴀ:w	w ᴀː w	m n c
wᴀ:y	w ᴀː ɥ	m n c
wᴀːi	w ᴀː j	m n c
wᴀːj	w ᴀː j	m n c
wᴀːk	w ᴀː k	m n c
wᴀːm	w ᴀː m	m n c
wᴀːn	w ᴀː n	m n c
wᴀːng	w ᴀː ŋ	m n c
wᴀːŋ	w ᴀː ŋ	m n c
wᴀːp	w ᴀː p	m n c
wᴀːt	w ᴀː t	m n c
wᴀːu	w ᴀː w	m n c
wᴀːɥ	w ᴀː ɥ	m n c
wᴀːw	w ᴀː w	m n c
wᴀːy	w ᴀː ɥ	m n c
wᴀi	w ᴀ j	m n c
wᴀj	w ᴀ j	m n c
wᴀk	w ᴀ k	m n c
wᴀm	w ᴀ m	m n c
wᴀn	w ᴀ n	m n c
wᴀng	w ᴀ ŋ	m n c
wᴀŋ	w ᴀ ŋ	m n c
wᴀp	w ᴀ p	m n c
wᴀt	w ᴀ t	m n c
wᴀu	w ᴀ w	m n c
wᴀɥ	w ᴀ ɥ	m n c
wᴀw	w ᴀ w	m n c
wᴀy	w ᴀ ɥ	m n c
wɐ:i	w ɐː j	m n c
wɐ:j	w ɐː j	m n c
wɐ:k	w ɐː k	m n c
wɐ:m	w ɐː m	m n c
wɐ:n	w ɐː n	m n c
wɐ:ng	w ɐː ŋ	m n c
wɐ:ŋ	w ɐː ŋ	m n c
wɐ:p	w ɐː p	m n c
wɐ:t	w ɐː t	m n c
wɐ:u	w ɐː w	m n c
wɐ:ɥ	w ɐː ɥ	m n c
wɐ:w	w ɐː w	m n c
wɐ:y	w ɐː ɥ	m n c
wɐːi	w ɐː j	m n c
wɐːj	w ɐː j	m n c
wɐːk	w ɐː k	m n c
wɐːm	w ɐː m	m n c
wɐːn	w ɐː n	m n c
wɐːng	w ɐː ŋ	m n c
wɐːŋ	w ɐː ŋ	m n c
wɐːp	w ɐː p	m n c
wɐːt	w ɐː t	m n c
wɐːu	w ɐː w	m n c
wɐːɥ	w ɐː ɥ	m n c
wɐːw	w ɐː w	m n c
wɐːy	w ɐː ɥ	m n c
wɐi	w ɐ j	m n c
wɐj	w ɐ j	m n c
wɐk	w ɐ k	m n c
wɐm	w ɐ m	m n c
wɐn	w ɐ n	m n c
wɐng	w ɐ ŋ	m n c
wɐŋ	w ɐ ŋ	m n c
wɐp	w ɐ p	m n c
wɐt	w ɐ t	m n c
wɐu	w ɐ w	m n c
wɐɥ	w ɐ ɥ	m n c
wɐw	w ɐ w	m n c
wɐy	w ɐ ɥ	m n c
wɑ:i	w ɑː j	m n c
wɑ:j	w ɑː j	m n c
wɑ:k	w ɑː k	m n c
wɑ:m	w ɑː m	m n c
wɑ:n	w ɑː n	m n c
wɑ:ng	w ɑː ŋ	m n c
wɑ:ŋ	w ɑː ŋ	m n c
wɑ:p	w ɑː p	m n c
wɑ:t	w ɑː t	m n c
wɑ:u	w ɑː w	m n c
wɑ:ɥ	w ɑː ɥ	m n c
wɑ:w	w ɑː w	m n c
wɑ:y	w ɑː ɥ	m n c
wɑːi	w ɑː j	m n c
wɑːj	w ɑː j	m n c
wɑːk	w ɑː k	m n c
wɑːm	w ɑː m	m n c
wɑːn	w ɑː n	m n c
wɑːng	w ɑː ŋ	m n c
wɑːŋ	w ɑː ŋ	m n c
wɑːp	w ɑː p	m n c
wɑːt	w ɑː t	m n c
wɑːu	w ɑː w	m n c
wɑːɥ	w ɑː ɥ	m n c
wɑːw	w ɑː w	m n c
wɑːy	w ɑː ɥ	m n c
wɑi	w ɑ j	m n c
wɑj	w ɑ j	m n c
wɑk	w ɑ k	m n c
wɑm	w ɑ m	m n c
wɑn	w ɑ n	m n c
wɑng	w ɑ ŋ	m n c
wɑŋ	w ɑ ŋ	m n c
wɑp	w ɑ p	m n c
wɑt	w ɑ t	m n c
wɑu	w ɑ w	m n c
wɑɥ	w ɑ ɥ	m n c
wɑw	w ɑ w	m n c
wɑy	w ɑ ɥ	m n c
we:i	w eː j	m n c
we:j	w eː j	m n c
we:k	w eː k	m n c
we:m	w eː m	m n c
we:n	w eː n	m n c
we:ng	w eː ŋ	m n c
we:ŋ	w eː ŋ	m n c
we:p	w eː p	m n c
we:t	w eː t	m n c
we:u	w eː w	m n c
we:ɥ	w eː ɥ	m n c
we:w	w eː w	m n c
we:y	w eː ɥ	m n c
weːi	w eː j	m n c
weːj	w eː j	m n c
weːk	w eː k	m n c
weːm	w eː m	m n c
weːn	w eː n	m n c
weːng	w eː ŋ	m n c
weːŋ	w eː ŋ	m n c
weːp	w eː p	m n c
weːt	w eː t	m n c
weːu	w eː w	m n c
weːɥ	w eː ɥ	m n c
weːw	w eː w	m n c
weːy	w eː ɥ	m n c
wei	w e j	m n c
wej	w e j	m n c
wek	w e k	m n c
wem	w e m	m n c
wen	w e n	m n c
weng	w e ŋ	m n c
weŋ	w e ŋ	m n c
wep	w e p	m n c
wet	w e t	m n c
weu	w e w	m n c
weɥ	w e ɥ	m n c
wew	w e w	m n c
wey	w e ɥ	m n c
wᴇ:i	w ᴇː j	m n c
wᴇ:j	w ᴇː j	m n c
wᴇ:k	w ᴇː k	m n c
wᴇ:m	w ᴇː m	m n c
wᴇ:n	w ᴇː n	m n c
wᴇ:ng	w ᴇː ŋ	m n c
wᴇ:ŋ	w ᴇː ŋ	m n c
wᴇ:p	w ᴇː p	m n c
wᴇ:t	w ᴇː t	m n c
wᴇ:u	w ᴇː w	m n c
wᴇ:ɥ	w ᴇː ɥ	m n c
wᴇ:w	w ᴇː w	m n c
wᴇ:y	w ᴇː ɥ	m n c
wᴇːi	w ᴇː j	m n c
wᴇːj	w ᴇː j	m n c
wᴇːk	w ᴇː k	m n c
wᴇːm	w ᴇː m	m n c
wᴇːn	w ᴇː n	m n c
wᴇːng	w ᴇː ŋ	m n c
wᴇːŋ	w ᴇː ŋ	m n c
wᴇːp	w ᴇː p	m n c
wᴇːt	w ᴇː t	m n c
wᴇːu	w ᴇː w	m n c
wᴇːɥ	w ᴇː ɥ	m n c
wᴇːw	w ᴇː w	m n c
wᴇːy	w ᴇː ɥ	m n c
wᴇi	w ᴇ j	m n c
wᴇj	w ᴇ j	m n c
wᴇk	w ᴇ k	m n c
wᴇm	w ᴇ m	m n c
wᴇn	w ᴇ n	m n c
wᴇng	w ᴇ ŋ	m n c
wᴇŋ	w ᴇ ŋ	m n c
wᴇp	w ᴇ p	m n c
wᴇt	w ᴇ t	m n c
wᴇu	w ᴇ w	m n c
wᴇɥ	w ᴇ ɥ	m n c
wᴇw	w ᴇ w	m n c
wᴇy	w ᴇ ɥ	m n c
wə:i	w əː j	m n c
wə:j	w əː j	m n c
wə:k	w əː k	m n c
wə:m	w əː m	m n c
wə:n	w əː n	m n c
wə:ng	w əː ŋ	m n c
wə:ŋ	w əː ŋ	m n c
wə:p	w əː p	m n c
wə:t	w əː t	m n c
wə:u	w əː w	m n c
wə:ɥ	w əː ɥ	m n c
wə:w	w əː w	m n c
wə:y	w əː ɥ	m n c
wəːi	w əː j	m n c
wəːj	w əː j	m n c
wəːk	w əː k	m n c
wəːm	w əː m	m n c
wəːn	w əː n	m n c
wəːng	w əː ŋ	m n c
wəːŋ	w əː ŋ	m n c
wəːp	w əː p	m n c
wəːt	w əː t	m n c
wəːu	w əː w	m n c
wəːɥ	w əː ɥ	m n c
wəːw	w əː w	m n c
wəːy	w əː ɥ	m n c
wəi	w ə j	m n c
wəj	w ə j	m n c
wək	w ə k	m n c
wəm	w ə m	m n c
wən	w ə n	m n c
wəng	w ə ŋ	m n c
wəŋ	w ə ŋ	m n c
wəp	w ə p	m n c
wət	w ə t	m n c
wəu	w ə w	m n c
wəɥ	w ə ɥ	m n c
wəw	w ə w	m n c
wəy	w ə ɥ	m n c
wɛ:i	w ɛː j	m n c
wɛ:j	w ɛː j	m n c
wɛ:k	w ɛː k	m n c
wɛ:m	w ɛː m	m n c
wɛ:n	w ɛː n	m n c
wɛ:ng	w ɛː ŋ	m n c
wɛ:ŋ	w ɛː ŋ	m n c
wɛ:p	w ɛː p	m n c
wɛ:t	w ɛː t	m n c
wɛ:u	w ɛː w	m n c
wɛ:ɥ	w ɛː ɥ	m n c
wɛ:w	w ɛː w	m n c
wɛ:y	w ɛː ɥ	m n c
wɛːi	w ɛː j	m n c
wɛːj	w ɛː j	m n c
wɛːk	w ɛː k	m n c
wɛːm	w ɛː m	m n c
wɛːn	w ɛː n	m n c
wɛːng	w ɛː ŋ	m n c
wɛːŋ	w ɛː ŋ	m n c
wɛːp	w ɛː p	m n c
wɛːt	w ɛː t	m n c
wɛːu	w ɛː w	m n c
wɛːɥ	w ɛː ɥ	m n c
wɛːw	w ɛː w	m n c
wɛːy	w ɛː ɥ	m n c
wɛi	w ɛ j	m n c
wɛj	w ɛ j	m n c
wɛk	w ɛ k	m n c
wɛm	w ɛ m	m n c
wɛn	w ɛ n	m n c
wɛng	w ɛ ŋ	m n c
wɛŋ	w ɛ ŋ	m n c
wɛp	w ɛ p	m n c
wɛt	w ɛ t	m n c
wɛu	w ɛ w	m n c
wɛɥ	w ɛ ɥ	m n c
wɛw	w ɛ w	m n c
wɛy	w ɛ ɥ	m n c
wɚ:i	w ɚː j	m n c
wɚ:j	w ɚː j	m n c
wɚ:k	w ɚː k	m n c
wɚ:m	w ɚː m	m n c
wɚ:n	w ɚː n	m n c
wɚ:ng	w ɚː ŋ	m n c
wɚ:ŋ	w ɚː ŋ	m n c
wɚ:p	w ɚː p	m n c
wɚ:t	w ɚː t	m n c
wɚ:u	w ɚː w	m n c
wɚ:ɥ	w ɚː ɥ	m n c
wɚ:w	w ɚː w	m n c
wɚ:y	w ɚː ɥ	m n c
wɚːi	w ɚː j	m n c
wɚːj	w ɚː j	m n c
wɚːk	w ɚː k	m n c
wɚːm	w ɚː m	m n c
wɚːn	w ɚː n	m n c
wɚːng	w ɚː ŋ	m n c
wɚːŋ	w ɚː ŋ	m n c
wɚːp	w ɚː p	m n c
wɚːt	w ɚː t	m n c
wɚːu	w ɚː w	m n c
wɚːɥ	w ɚː ɥ	m n c
wɚːw	w ɚː w	m n c
wɚːy	w ɚː ɥ	m n c
wɚi	w ɚ j	m n c
wɚj	w ɚ j	m n c
wɚk	w ɚ k	m n c
wɚm	w ɚ m	m n c
wɚn	w ɚ n	m n c
wɚng	w ɚ ŋ	m n c
wɚŋ	w ɚ ŋ	m n c
wɚp	w ɚ p	m n c
wɚt	w ɚ t	m n c
wɚu	w ɚ w	m n c
wɚɥ	w ɚ ɥ	m n c
wɚw	w ɚ w	m n c
wɚy	w ɚ ɥ	m n c
wɜ:i	w ɜː j	m n c
wɜ:j	w ɜː j	m n c
wɜ:k	w ɜː k	m n c
wɜ:m	w ɜː m	m n c
wɜ:n	w ɜː n	m n c
wɜ:ng	w ɜː ŋ	m n c
wɜ:ŋ	w ɜː ŋ	m n c
wɜ:p	w ɜː p	m n c
wɜ:t	w ɜː t	m n c
wɜ:u	w ɜː w	m n c
wɜ:ɥ	w ɜː ɥ	m n c
wɜ:w	w ɜː w	m n c
wɜ:y	w ɜː ɥ	m n c
wɜːi	w ɜː j	m n c
wɜːj	w ɜː j	m n c
wɜːk	w ɜː k	m n c
wɜːm	w ɜː m	m n c
wɜːn	w ɜː n	m n c
wɜːng	w ɜː ŋ	m n c
wɜːŋ	w ɜː ŋ	m n c
wɜːp	w ɜː p	m n c
wɜːt	w ɜː t	m n c
wɜːu	w ɜː w	m n c
wɜːɥ	w ɜː ɥ	m n c
wɜːw	w ɜː w	m n c
wɜːy	w ɜː ɥ	m n c
wɜi	w ɜ j	m n c
wɜj	w ɜ j	m n c
wɜk	w ɜ k	m n c
wɜm	w ɜ m	m n c
wɜn	w ɜ n	m n c
wɜng	w ɜ ŋ	m n c
wɜŋ	w ɜ ŋ	m n c
wɜp	w ɜ p	m n c
wɜt	w ɜ t	m n c
wɜu	w ɜ w	m n c
wɜɥ	w ɜ ɥ	m n c
wɜw	w ɜ w	m n c
wɜy	w ɜ ɥ	m n c
wi:i	w iː j	m n c
wi:j	w iː j	m n c
wi:k	w iː k	m n c
wi:m	w iː m	m n c
wi:n	w iː n	m n c
wi:ng	w iː ŋ	m n c
wi:ŋ	w iː ŋ	m n c
wi:p	w iː p	m n c
wi:t	w iː t	m n c
wi:u	w iː w	m n c
wi:ɥ	w iː ɥ	m n c
wi:w	w iː w	m n c
wi:y	w iː ɥ	m n c
wiːi	w iː j	m n c
wiːj	w iː j	m n c
wiːk	w iː k	m n c
wiːm	w iː m	m n c
wiːn	w iː n	m n c
wiːng	w iː ŋ	m n c
wiːŋ	w iː ŋ	m n c
wiːp	w iː p	m n c
wiːt	w iː t	m n c
wiːu	w iː w	m n c
wiːɥ	w iː ɥ	m n c
wiːw	w iː w	m n c
wiːy	w iː ɥ	m n c
wii	w i j	m n c
wij	w i j	m n c
wik	w i k	m n c
wim	w i m	m n c
win	w i n	m n c
wing	w i ŋ	m n c
wiŋ	w i ŋ	m n c
wip	w i p	m n c
wit	w i t	m n c
wiu	w i w	m n c
wiɥ	w i ɥ	m n c
wiw	w i w	m n c
wiy	w i ɥ	m n c
wɪ:i	w ɪː j	m n c
wɪ:j	w ɪː j	m n c
wɪ:k	w ɪː k	m n c
wɪ:m	w ɪː m	m n c
wɪ:n	w ɪː n	m n c
wɪ:ng	w ɪː ŋ	m n c
wɪ:ŋ	w ɪː ŋ	m n c
wɪ:p	w ɪː p	m n c
wɪ:t	w ɪː t	m n c
wɪ:u	w ɪː w	m n c
wɪ:ɥ	w ɪː ɥ	m n c
wɪ:w	w ɪː w	m n c
wɪ:y	w ɪː ɥ	m n c
wɪːi	w ɪː j	m n c
wɪːj	w ɪː j	m n c
wɪːk	w ɪː k	m n c
wɪːm	w ɪː m	m n c
wɪːn	w ɪː n	m n c
wɪːng	w ɪː ŋ	m n c
wɪːŋ	w ɪː ŋ	m n c
wɪːp	w ɪː p	m n c
wɪːt	w ɪː t	m n c
wɪːu	w ɪː w	m n c
wɪːɥ	w ɪː ɥ	m n c
wɪːw	w ɪː w	m n c
wɪːy	w ɪː ɥ	m n c
wɪi	w ɪ j	m n c
wɪj	w ɪ j	m n c
wɪk	w ɪ k	m n c
wɪm	w ɪ m	m n c
wɪn	w ɪ n	m n c
wɪng	w ɪ ŋ	m n c
wɪŋ	w ɪ ŋ	m n c
wɪp	w ɪ p	m n c
wɪt	w ɪ t	m n c
wɪu	w ɪ w	m n c
wɪɥ	w ɪ ɥ	m n c
wɪw	w ɪ w	m n c
wɪy	w ɪ ɥ	m n c
wɨ:i	w ɨː j	m n c
wɨ:j	w ɨː j	m n c
wɨ:k	w ɨː k	m n c
wɨ:m	w ɨː m	m n c
wɨ:n	w ɨː n	m n c
wɨ:ng	w ɨː ŋ	m n c
wɨ:ŋ	w ɨː ŋ	m n c
wɨ:p	w ɨː p	m n c
wɨ:t	w ɨː t	m n c
wɨ:u	w ɨː w	m n c
wɨ:ɥ	w ɨː ɥ	m n c
wɨ:w	w ɨː w	m n c
wɨ:y	w ɨː ɥ	m n c
wɨːi	w ɨː j	m n c
wɨːj	w ɨː j	m n c
wɨːk	w ɨː k	m n c
wɨːm	w ɨː m	m n c
wɨːn	w ɨː n	m n c
wɨːng	w ɨː ŋ	m n c
wɨːŋ	w ɨː ŋ	m n c
wɨːp	w ɨː p	m n c
wɨːt	w ɨː t	m n c
wɨːu	w ɨː w	m n c
wɨːɥ	w ɨː ɥ	m n c
wɨːw	w ɨː w	m n c
wɨːy	w ɨː ɥ	m n c
wɨi	w ɨ j	m n c
wɨj	w ɨ j	m n c
wɨk	w ɨ k	m n c
wɨm	w ɨ m	m n c
wɨn	w ɨ n	m n c
wɨng	w ɨ ŋ	m n c
wɨŋ	w ɨ ŋ	m n c
wɨp	w ɨ p	m n c
wɨt	w ɨ t	m n c
wɨu	w ɨ w	m n c
wɨɥ	w ɨ ɥ	m n c
wɨw	w ɨ w	m n c
wɨy	w ɨ ɥ	m n c
wᵻ:i	w ᵻː j	m n c
wᵻ:j	w ᵻː j	m n c
wᵻ:k	w ᵻː k	m n c
wᵻ:m	w ᵻː m	m n c
wᵻ:n	w ᵻː n	m n c
wᵻ:ng	w ᵻː ŋ	m n c
wᵻ:ŋ	w ᵻː ŋ	m n c
wᵻ:p	w ᵻː p	m n c
wᵻ:t	w ᵻː t	m n c
wᵻ:u	w ᵻː w	m n c
wᵻ:ɥ	w ᵻː ɥ	m n c
wᵻ:w	w ᵻː w	m n c
wᵻ:y	w ᵻː ɥ	m n c
wᵻːi	w ᵻː j	m n c
wᵻːj	w ᵻː j	m n c
wᵻːk	w ᵻː k	m n c
wᵻːm	w ᵻː m	m n c
wᵻːn	w ᵻː n	m n c
wᵻːng	w ᵻː ŋ	m n c
wᵻːŋ	w ᵻː ŋ	m n c
wᵻːp	w ᵻː p	m n c
wᵻːt	w ᵻː t	m n c
wᵻːu	w ᵻː w	m n c
wᵻːɥ	w ᵻː ɥ	m n c
wᵻːw	w ᵻː w	m n c
wᵻːy	w ᵻː ɥ	m n c
wᵻi	w ᵻ j	m n c
wᵻj	w ᵻ j	m n c
wᵻk	w ᵻ k	m n c
wᵻm	w ᵻ m	m n c
wᵻn	w ᵻ n	m n c
wᵻng	w ᵻ ŋ	m n c
wᵻŋ	w ᵻ ŋ	m n c
wᵻp	w ᵻ p	m n c
wᵻt	w ᵻ t	m n c
wᵻu	w ᵻ w	m n c
wᵻɥ	w ᵻ ɥ	m n c
wᵻw	w ᵻ w	m n c
wᵻy	w ᵻ ɥ	m n c
wo:i	w oː j	m n c
wø:i	w øː j	m n c
wo:j	w oː j	m n c
wø:j	w øː j	m n c
wo:k	w oː k	m n c
wø:k	w øː k	m n c
wo:m	w oː m	m n c
wø:m	w øː m	m n c
wo:n	w oː n	m n c
wø:n	w øː n	m n c
wo:ng	w oː ŋ	m n c
wø:ng	w øː ŋ	m n c
wo:ŋ	w oː ŋ	m n c
wø:ŋ	w øː ŋ	m n c
wo:p	w oː p	m n c
wø:p	w øː p	m n c
wo:t	w oː t	m n c
wø:t	w øː t	m n c
wo:u	w oː w	m n c
wø:u	w øː w	m n c
wo:ɥ	w oː ɥ	m n c
wø:ɥ	w øː ɥ	m n c
wo:w	w oː w	m n c
wø:w	w øː w	m n c
wo:y	w oː ɥ	m n c
wø:y	w øː ɥ	m n c
woːi	w oː j	m n c
wøːi	w øː j	m n c
woːj	w oː j	m n c
wøːj	w øː j	m n c
woːk	w oː k	m n c
wøːk	w øː k	m n c
woːm	w oː m	m n c
wøːm	w øː m	m n c
woːn	w oː n	m n c
wøːn	w øː n	m n c
woːng	w oː ŋ	m n c
wøːng	w øː ŋ	m n c
woːŋ	w oː ŋ	m n c
wøːŋ	w øː ŋ	m n c
woːp	w oː p	m n c
wøːp	w øː p	m n c
woːt	w oː t	m n c
wøːt	w øː t	m n c
woːu	w oː w	m n c
wøːu	w øː w	m n c
woːɥ	w oː ɥ	m n c
wøːɥ	w øː ɥ	m n c
woːw	w oː w	m n c
wøːw	w øː w	m n c
woːy	w oː ɥ	m n c
wøːy	w øː ɥ	m n c
woi	w o j	m n c
wøi	w ø j	m n c
woj	w o j	m n c
wøj	w ø j	m n c
wok	w o k	m n c
wøk	w ø k	m n c
wom	w o m	m n c
wøm	w ø m	m n c
won	w o n	m n c
wøn	w ø n	m n c
wong	w o ŋ	m n c
wøng	w ø ŋ	m n c
woŋ	w o ŋ	m n c
wøŋ	w ø ŋ	m n c
wop	w o p	m n c
wøp	w ø p	m n c
wot	w o t	m n c
wøt	w ø t	m n c
wou	w o w	m n c
wøu	w ø w	m n c
woɥ	w o ɥ	m n c
wøɥ	w ø ɥ	m n c
wow	w o w	m n c
wøw	w ø w	m n c
woy	w o ɥ	m n c
wøy	w ø ɥ	m n c
wɔ:i	w ɔː j	m n c
wɔ:j	w ɔː j	m n c
wɔ:k	w ɔː k	m n c
wɔ:m	w ɔː m	m n c
wɔ:n	w ɔː n	m n c
wɔ:ng	w ɔː ŋ	m n c
wɔ:ŋ	w ɔː ŋ	m n c
wɔ:p	w ɔː p	m n c
wɔ:t	w ɔː t	m n c
wɔ:u	w ɔː w	m n c
wɔ:ɥ	w ɔː ɥ	m n c
wɔ:w	w ɔː w	m n c
wɔ:y	w ɔː ɥ	m n c
wɔːi	w ɔː j	m n c
wɔːj	w ɔː j	m n c
wɔːk	w ɔː k	m n c
wɔːm	w ɔː m	m n c
wɔːn	w ɔː n	m n c
wɔːng	w ɔː ŋ	m n c
wɔːŋ	w ɔː ŋ	m n c
wɔːp	w ɔː p	m n c
wɔːt	w ɔː t	m n c
wɔːu	w ɔː w	m n c
wɔːɥ	w ɔː ɥ	m n c
wɔːw	w ɔː w	m n c
wɔːy	w ɔː ɥ	m n c
wɔi	w ɔ j	m n c
wɔj	w ɔ j	m n c
wɔk	w ɔ k	m n c
wɔm	w ɔ m	m n c
wɔn	w ɔ n	m n c
wɔng	w ɔ ŋ	m n c
wɔŋ	w ɔ ŋ	m n c
wɔp	w ɔ p	m n c
wɔt	w ɔ t	m n c
wɔu	w ɔ w	m n c
wɔɥ	w ɔ ɥ	m n c
wɔw	w ɔ w	m n c
wɔy	w ɔ ɥ	m n c
wɿ:i	w ɿː j	m n c
wɿ:j	w ɿː j	m n c
wɿ:k	w ɿː k	m n c
wɿ:m	w ɿː m	m n c
wɿ:n	w ɿː n	m n c
wɿ:ng	w ɿː ŋ	m n c
wɿ:ŋ	w ɿː ŋ	m n c
wɿ:p	w ɿː p	m n c
wɿ:t	w ɿː t	m n c
wɿ:u	w ɿː w	m n c
wɿ:ɥ	w ɿː ɥ	m n c
wɿ:w	w ɿː w	m n c
wɿ:y	w ɿː ɥ	m n c
wɿːi	w ɿː j	m n c
wɿːj	w ɿː j	m n c
wɿːk	w ɿː k	m n c
wɿːm	w ɿː m	m n c
wɿːn	w ɿː n	m n c
wɿːng	w ɿː ŋ	m n c
wɿːŋ	w ɿː ŋ	m n c
wɿːp	w ɿː p	m n c
wɿːt	w ɿː t	m n c
wɿːu	w ɿː w	m n c
wɿːɥ	w ɿː ɥ	m n c
wɿːw	w ɿː w	m n c
wɿːy	w ɿː ɥ	m n c
wɿi	w ɿ j	m n c
wɿj	w ɿ j	m n c
wɿk	w ɿ k	m n c
wɿm	w ɿ m	m n c
wɿn	w ɿ n	m n c
wɿng	w ɿ ŋ	m n c
wɿŋ	w ɿ ŋ	m n c
wɿp	w ɿ p	m n c
wɿt	w ɿ t	m n c
wɿu	w ɿ w	m n c
wɿɥ	w ɿ ɥ	m n c
wɿw	w ɿ w	m n c
wɿy	w ɿ ɥ	m n c
wʅ:i	w ʅː j	m n c
wʅ:j	w ʅː j	m n c
wʅ:k	w ʅː k	m n c
wʅ:m	w ʅː m	m n c
wʅ:n	w ʅː n	m n c
wʅ:ng	w ʅː ŋ	m n c
wʅ:ŋ	w ʅː ŋ	m n c
wʅ:p	w ʅː p	m n c
wʅ:t	w ʅː t	m n c
wʅ:u	w ʅː w	m n c
wʅ:ɥ	w ʅː ɥ	m n c
wʅ:w	w ʅː w	m n c
wʅ:y	w ʅː ɥ	m n c
wʅːi	w ʅː j	m n c
wʅːj	w ʅː j	m n c
wʅːk	w ʅː k	m n c
